timestamp,room,occupancy,power,temp,humidity,gas,light
2026-02-07 23:42:09.983190,101,9,899.8744730784376,23.340959803297835,55.0,109.9769854533386,753.0964110320557
2026-02-07 23:42:09.999325,102,2,1074.97795175696,24.51812219545386,55.0,101.32968283315319,788.2638091187243
2026-02-07 23:42:09.999325,103,2,1013.0887331232968,23.72885364829564,55.0,95.72055262631018,835.3099072589755
2026-02-07 23:42:09.999325,105,5,961.4966226304521,24.98850165479963,55.0,107.03228380432722,794.0989261640466
2026-02-07 23:42:09.999325,106,8,908.5320850238621,23.122962543281105,55.0,100.39135703568832,766.3156739213041
2026-02-07 23:42:09.999325,107,7,1071.6102339460533,23.454291484785703,55.0,91.99144832583022,761.6663283145269
2026-02-07 23:42:09.999325,108,10,918.2927543479416,23.779093485282036,55.0,90.48098036254507,810.7140462049939
2026-02-07 23:42:09.999325,109,1,1117.3510548199245,23.59991775736757,55.0,93.12757109599657,819.3547020491072
2026-02-07 23:42:09.999325,110,1,1060.5063913384913,24.257664556239238,55.0,109.38731187525876,776.7092086799314
2026-02-07 23:42:09.999325,104,10,1529.9993257522583,26.99993257522583,55.0,100.0,800.0
2026-02-07 23:43:27.683632,101,9,1140.765648941514,24.124909891478772,55.0,118.6087268180172,798.137744082339
2026-02-07 23:43:27.683632,103,5,1152.0738979463856,23.74309862112738,55.0,95.0809564773006,819.5242758685846
2026-02-07 23:43:27.683632,104,3,1028.146293463822,23.590897568791945,55.0,104.75140935182594,782.5223204472047
2026-02-07 23:43:27.683632,105,2,958.1780068702225,23.88740132214756,55.0,110.30138541315469,847.2815980627059
2026-02-07 23:43:27.683632,106,10,1127.9685136940827,23.1681938612008,55.0,98.78402174699931,786.08236961193
2026-02-07 23:43:27.683632,107,4,948.5684557865557,24.830111343805147,55.0,99.92960946589749,816.8500575687693
2026-02-07 23:43:27.683632,108,10,1073.7121054603583,24.248170759135874,55.0,99.93382059817282,800.743972258103
2026-02-07 23:43:27.683632,109,6,827.4211927137471,23.156203392588527,55.0,83.43135357203354,779.6463037628533
2026-02-07 23:43:27.683632,110,8,967.1655667021711,24.372989006689657,55.0,96.94837648837975,750.1722865262395
2026-02-07 23:43:27.683632,102,0,1183.4621874320167,23.281332172570387,55.0,100.0,800.0
2026-02-07 23:48:48.041412,101,10,1086.8052043261982,24.819330408801996,55.0,85.87910727216011,806.8950992835071
2026-02-07 23:48:48.041412,103,1,1196.5846524960516,24.588423093725734,55.0,85.8745851349034,778.8536988472326
2026-02-07 23:48:48.041412,104,9,885.6523166982679,23.09534617413125,55.0,107.70243992402436,757.3186887681171
2026-02-07 23:48:48.041412,105,6,1038.7443096536688,23.489519869913845,55.0,84.24528274561078,836.7512142396635
2026-02-07 23:48:48.041412,106,1,1161.7506630792964,24.34761802011612,55.0,83.49837298161303,834.552928933829
2026-02-07 23:48:48.041412,107,6,946.1579198364583,24.34523841740859,55.0,107.85701020046444,776.9909148437932
2026-02-07 23:48:48.041412,108,8,858.3499736680704,23.54812239308023,55.0,111.54769352087467,847.6854002743406
2026-02-07 23:48:48.041412,109,7,942.8310381294721,24.99504328647339,55.0,89.12888761613291,846.1636550014873
2026-02-07 23:48:48.041412,110,7,1018.4875960603022,23.73799652625561,55.0,94.39762028553447,783.5964099687465
2026-02-07 23:48:48.041412,102,0,1236.4256693960997,22.627764950855934,55.0,100.0,800.0
2026-02-07 23:55:07.833345,101,3,911.0330863700659,23.910931469145268,55.0,108.72999777787548,793.6076940472786
2026-02-07 23:55:07.833345,102,4,1191.4851799074258,24.12457506702481,55.0,105.09907655063299,811.9377028028275
2026-02-07 23:55:07.833345,103,6,1129.791112096718,24.64150692833685,55.0,114.86423455064464,765.527114441079
